month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment
2018-03-01,Brooklyn,1,LCL/LTD,B41,Off-Peak,22791,31086,73.3159622
2018-03-01,Brooklyn,1,LCL/LTD,B41,Peak,9422,14520,64.8898072
2018-03-01,Brooklyn,1,LCL/LTD,B43,Off-Peak,13220,16433,80.4478793
2018-03-01,Brooklyn,1,LCL/LTD,B43,Peak,5151,7312,70.4458425
2018-03-01,Brooklyn,1,LCL/LTD,B44,Off-Peak,16473,22136,74.4172389
2018-03-01,Brooklyn,1,LCL/LTD,B44,Peak,5756,8895,64.7105115
2018-03-01,Brooklyn,1,LCL/LTD,B45,Off-Peak,7799,10317,75.5936803
2018-03-01,Brooklyn,1,LCL/LTD,B45,Peak,3360,5140,65.3696498
2018-03-01,Brooklyn,1,LCL/LTD,B46,Off-Peak,24494,32360,75.6922126
2018-03-01,Brooklyn,1,LCL/LTD,B46,Peak,7517,11726,64.1054068
2018-03-01,Brooklyn,1,LCL/LTD,B47,Off-Peak,16867,21770,77.478181
2018-03-01,Brooklyn,1,LCL/LTD,B47,Peak,6785,10553,64.2945134
2018-03-01,Brooklyn,1,LCL/LTD,B48,Off-Peak,9438,11677,80.8255545
2018-03-01,Brooklyn,1,LCL/LTD,B48,Peak,2802,4514,62.073549
2018-03-01,Brooklyn,1,LCL/LTD,B49,Off-Peak,19162,24279,78.9241732
2018-03-01,Brooklyn,1,LCL/LTD,B49,Peak,6800,9970,68.2046138
2018-03-01,Brooklyn,1,LCL/LTD,B52,Off-Peak,13365,16386,81.5635298
2018-03-01,Brooklyn,1,LCL/LTD,B52,Peak,5026,7674,65.4938754
2018-03-01,Brooklyn,1,LCL/LTD,B54,Off-Peak,7374,8748,84.2935528
2018-03-01,Brooklyn,1,LCL/LTD,B54,Peak,3057,4329,70.6167706
2018-03-01,Brooklyn,1,LCL/LTD,B57,Off-Peak,8735,11641,75.0365089
2018-03-01,Brooklyn,1,LCL/LTD,B57,Peak,3365,5386,62.4767917
2018-03-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,36502,47610,76.6687671
2018-03-01,Brooklyn,1,LCL/LTD,B6,Peak,12392,19471,63.6433671
2018-03-01,Brooklyn,1,LCL/LTD,B60,Off-Peak,11882,15821,75.1027116
2018-03-01,Brooklyn,1,LCL/LTD,B60,Peak,4953,7990,61.9899875
2018-03-01,Brooklyn,1,LCL/LTD,B61,Off-Peak,10324,12515,82.4930084
2018-03-01,Brooklyn,1,LCL/LTD,B61,Peak,4258,5976,71.2516734
2018-03-01,Brooklyn,1,LCL/LTD,B62,Off-Peak,8493,11286,75.2525253
2018-03-01,Brooklyn,1,LCL/LTD,B62,Peak,3134,5163,60.7011427
2018-03-01,Brooklyn,1,LCL/LTD,B63,Off-Peak,11235,13504,83.1975711
2018-03-01,Brooklyn,1,LCL/LTD,B63,Peak,4400,6150,71.5447154
2018-03-01,Brooklyn,1,LCL/LTD,B64,Off-Peak,7249,8770,82.6567845
2018-03-01,Brooklyn,1,LCL/LTD,B64,Peak,3101,4367,71.0098466
2018-03-01,Brooklyn,1,LCL/LTD,B65,Off-Peak,6134,7453,82.3024286
2018-03-01,Brooklyn,1,LCL/LTD,B65,Peak,2948,4234,69.6268304
2018-03-01,Brooklyn,1,LCL/LTD,B67,Off-Peak,8223,9932,82.7929923
2018-03-01,Brooklyn,1,LCL/LTD,B67,Peak,4063,5797,70.0879765
2018-03-01,Brooklyn,1,LCL/LTD,B68,Off-Peak,12486,15822,78.9154342
2018-03-01,Brooklyn,1,LCL/LTD,B68,Peak,4934,7252,68.0364038
2018-03-01,Brooklyn,1,LCL/LTD,B69,Off-Peak,5424,6891,78.7113626
2018-03-01,Brooklyn,1,LCL/LTD,B69,Peak,3235,4612,70.1431049
2018-03-01,Brooklyn,1,LCL/LTD,B7,Off-Peak,7193,9351,76.9222543
2018-03-01,Brooklyn,1,LCL/LTD,B7,Peak,3521,5615,62.7070347
2018-03-01,Brooklyn,1,LCL/LTD,B70,Off-Peak,6628,7974,83.1201405
2018-03-01,Brooklyn,1,LCL/LTD,B70,Peak,3217,4332,74.2613112
2018-03-01,Brooklyn,1,LCL/LTD,B74,Off-Peak,1811,2115,85.6264775
2018-03-01,Brooklyn,1,LCL/LTD,B74,Peak,938,1267,74.0331492
2018-03-01,Brooklyn,1,LCL/LTD,B8,Off-Peak,16796,20374,82.4384019
2018-03-01,Brooklyn,1,LCL/LTD,B8,Peak,6405,9225,69.4308943
2018-03-01,Brooklyn,1,LCL/LTD,B82,Off-Peak,16955,23050,73.5574837
2018-03-01,Brooklyn,1,LCL/LTD,B82,Peak,5433,8809,61.6755591
2018-03-01,Brooklyn,1,LCL/LTD,B83,Off-Peak,11398,14087,80.9114787
2018-03-01,Brooklyn,1,LCL/LTD,B83,Peak,4257,6279,67.79742
2018-03-01,Brooklyn,1,LCL/LTD,B84,Off-Peak,722,817,88.372093
2018-03-01,Brooklyn,1,LCL/LTD,B84,Peak,347,434,79.9539171
2018-03-01,Brooklyn,1,LCL/LTD,B9,Off-Peak,14989,18640,80.4130901
2018-03-01,Brooklyn,1,LCL/LTD,B9,Peak,6775,9539,71.0242164
2018-03-01,Brooklyn,2,LCL/LTD,B1,Off-Peak,4127,5201,79.350125
2018-03-01,Brooklyn,2,LCL/LTD,B1,Peak,1758,2260,77.7876106
2018-03-01,Brooklyn,2,LCL/LTD,B100,Off-Peak,816,917,88.9858233
2018-03-01,Brooklyn,2,LCL/LTD,B100,Peak,379,427,88.7587822
2018-03-01,Brooklyn,2,LCL/LTD,B103,Off-Peak,2171,2802,77.4803712
2018-03-01,Brooklyn,2,LCL/LTD,B103,Peak,866,1106,78.3001808
2018-03-01,Brooklyn,2,LCL/LTD,B11,Off-Peak,3379,4248,79.5433145
2018-03-01,Brooklyn,2,LCL/LTD,B11,Peak,1142,1460,78.2191781
2018-03-01,Brooklyn,2,LCL/LTD,B12,Off-Peak,4102,5347,76.7159155
2018-03-01,Brooklyn,2,LCL/LTD,B12,Peak,1504,1989,75.6158874
2018-03-01,Brooklyn,2,LCL/LTD,B13,Off-Peak,3087,3652,84.5290252
2018-03-01,Brooklyn,2,LCL/LTD,B13,Peak,1118,1276,87.6175549
2018-03-01,Brooklyn,2,LCL/LTD,B14,Off-Peak,2700,3380,79.8816568
2018-03-01,Brooklyn,2,LCL/LTD,B14,Peak,1160,1462,79.3433653
2018-03-01,Brooklyn,2,LCL/LTD,B15,Off-Peak,7752,11046,70.1792504
2018-03-01,Brooklyn,2,LCL/LTD,B15,Peak,2484,3624,68.5430464
2018-03-01,Brooklyn,2,LCL/LTD,B16,Off-Peak,3568,4543,78.5384107
2018-03-01,Brooklyn,2,LCL/LTD,B16,Peak,1489,1887,78.9083201
2018-03-01,Brooklyn,2,LCL/LTD,B17,Off-Peak,2430,2922,83.1622177
2018-03-01,Brooklyn,2,LCL/LTD,B17,Peak,908,1150,78.9565217
2018-03-01,Brooklyn,2,LCL/LTD,B2,Off-Peak,1032,1132,91.1660777
2018-03-01,Brooklyn,2,LCL/LTD,B2,Peak,428,445,96.1797753
2018-03-01,Brooklyn,2,LCL/LTD,B20,Off-Peak,3587,4773,75.1518961
2018-03-01,Brooklyn,2,LCL/LTD,B20,Peak,1486,1951,76.1660687
2018-03-01,Brooklyn,2,LCL/LTD,B24,Off-Peak,1393,1685,82.6706231
2018-03-01,Brooklyn,2,LCL/LTD,B24,Peak,568,652,87.1165644
2018-03-01,Brooklyn,2,LCL/LTD,B25,Off-Peak,3330,4625,72
2018-03-01,Brooklyn,2,LCL/LTD,B25,Peak,1187,1698,69.9057715
2018-03-01,Brooklyn,2,LCL/LTD,B26,Off-Peak,3974,5130,77.4658869
2018-03-01,Brooklyn,2,LCL/LTD,B26,Peak,1662,2076,80.0578035
2018-03-01,Brooklyn,2,LCL/LTD,B3,Off-Peak,6473,7890,82.0405577
2018-03-01,Brooklyn,2,LCL/LTD,B3,Peak,2857,3404,83.9306698
2018-03-01,Brooklyn,2,LCL/LTD,B31,Off-Peak,1297,1384,93.7138728
2018-03-01,Brooklyn,2,LCL/LTD,B31,Peak,438,495,88.4848485
2018-03-01,Brooklyn,2,LCL/LTD,B32,Off-Peak,447,519,86.1271676
2018-03-01,Brooklyn,2,LCL/LTD,B32,Peak,245,260,94.2307692
2018-03-01,Brooklyn,2,LCL/LTD,B35,Off-Peak,9252,11578,79.9101745
2018-03-01,Brooklyn,2,LCL/LTD,B35,Peak,3290,4110,80.0486618
2018-03-01,Brooklyn,2,LCL/LTD,B36,Off-Peak,2115,2620,80.7251908
2018-03-01,Brooklyn,2,LCL/LTD,B36,Peak,849,1040,81.6346154
2018-03-01,Brooklyn,2,LCL/LTD,B37,Off-Peak,1339,1645,81.3981763
2018-03-01,Brooklyn,2,LCL/LTD,B37,Peak,519,616,84.2532468
2018-03-01,Brooklyn,2,LCL/LTD,B38,Off-Peak,6830,8748,78.0749886
2018-03-01,Brooklyn,2,LCL/LTD,B38,Peak,2434,3178,76.5890497
2018-03-01,Brooklyn,2,LCL/LTD,B4,Off-Peak,2749,3600,76.3611111
2018-03-01,Brooklyn,2,LCL/LTD,B4,Peak,1110,1509,73.5586481
2018-03-01,Brooklyn,2,LCL/LTD,B41,Off-Peak,7348,10491,70.0409875
2018-03-01,Brooklyn,2,LCL/LTD,B41,Peak,2692,3938,68.3595734
2018-03-01,Brooklyn,2,LCL/LTD,B43,Off-Peak,4084,5166,79.055362
2018-03-01,Brooklyn,2,LCL/LTD,B43,Peak,1477,1869,79.0262172
2018-03-01,Brooklyn,2,LCL/LTD,B44,Off-Peak,6171,7862,78.491478
2018-03-01,Brooklyn,2,LCL/LTD,B44,Peak,2194,2856,76.8207283
2018-03-01,Brooklyn,2,LCL/LTD,B45,Off-Peak,2431,3223,75.4266212
2018-03-01,Brooklyn,2,LCL/LTD,B45,Peak,1082,1414,76.5205092
2018-03-01,Brooklyn,2,LCL/LTD,B46,Off-Peak,9477,12426,76.2675036
2018-03-01,Brooklyn,2,LCL/LTD,B46,Peak,3905,4960,78.7298387
2018-03-01,Brooklyn,2,LCL/LTD,B47,Off-Peak,5895,7779,75.7809487
2018-03-01,Brooklyn,2,LCL/LTD,B47,Peak,2016,2732,73.7920937
2018-03-01,Brooklyn,2,LCL/LTD,B48,Off-Peak,3332,3996,83.3833834
2018-03-01,Brooklyn,2,LCL/LTD,B48,Peak,1187,1471,80.6934058
2018-03-01,Brooklyn,2,LCL/LTD,B49,Off-Peak,4882,6195,78.8054883
2018-03-01,Brooklyn,2,LCL/LTD,B49,Peak,1855,2453,75.6216877
2018-03-01,Brooklyn,2,LCL/LTD,B52,Off-Peak,4200,5397,77.8210117
2018-03-01,Brooklyn,2,LCL/LTD,B52,Peak,1532,2016,75.9920635
2018-03-01,Brooklyn,2,LCL/LTD,B54,Off-Peak,1972,2497,78.9747697
2018-03-01,Brooklyn,2,LCL/LTD,B54,Peak,703,877,80.1596351
2018-03-01,Brooklyn,2,LCL/LTD,B57,Off-Peak,3262,4134,78.906628
2018-03-01,Brooklyn,2,LCL/LTD,B57,Peak,1389,1766,78.6523216
2018-03-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,10520,14018,75.046369
2018-03-01,Brooklyn,2,LCL/LTD,B6,Peak,4166,5489,75.897249
2018-03-01,Brooklyn,2,LCL/LTD,B60,Off-Peak,3890,4894,79.4850838
2018-03-01,Brooklyn,2,LCL/LTD,B60,Peak,1314,1760,74.6590909
2018-03-01,Brooklyn,2,LCL/LTD,B61,Off-Peak,4127,4781,86.3208534
2018-03-01,Brooklyn,2,LCL/LTD,B61,Peak,1541,1798,85.7063404
2018-03-01,Brooklyn,2,LCL/LTD,B62,Off-Peak,3172,4015,79.003736
2018-03-01,Brooklyn,2,LCL/LTD,B62,Peak,1132,1440,78.6111111
2018-03-01,Brooklyn,2,LCL/LTD,B63,Off-Peak,4705,5850,80.4273504
2018-03-01,Brooklyn,2,LCL/LTD,B63,Peak,1632,2091,78.0487805
2018-03-01,Brooklyn,2,LCL/LTD,B64,Off-Peak,3350,3984,84.0863454
2018-03-01,Brooklyn,2,LCL/LTD,B64,Peak,1462,1624,90.0246305
2018-03-01,Brooklyn,2,LCL/LTD,B65,Off-Peak,2259,2833,79.7387928
2018-03-01,Brooklyn,2,LCL/LTD,B65,Peak,781,1019,76.6437684
2018-03-01,Brooklyn,2,LCL/LTD,B67,Off-Peak,1999,2520,79.3253968
2018-03-01,Brooklyn,2,LCL/LTD,B67,Peak,748,923,81.0400867
2018-03-01,Brooklyn,2,LCL/LTD,B68,Off-Peak,5530,6486,85.2605612
2018-03-01,Brooklyn,2,LCL/LTD,B68,Peak,2093,2422,86.416185
2018-03-01,Brooklyn,2,LCL/LTD,B69,Off-Peak,1449,1868,77.5695931
2018-03-01,Brooklyn,2,LCL/LTD,B69,Peak,682,910,74.9450549
2018-03-01,Brooklyn,2,LCL/LTD,B7,Off-Peak,2029,2577,78.7349631
2018-03-01,Brooklyn,2,LCL/LTD,B7,Peak,1026,1291,79.4732765
2018-03-01,Brooklyn,2,LCL/LTD,B70,Off-Peak,2837,3270,86.7584098
2018-03-01,Brooklyn,2,LCL/LTD,B70,Peak,1067,1211,88.1090008
2018-03-01,Brooklyn,2,LCL/LTD,B74,Off-Peak,640,696,91.954023
2018-03-01,Brooklyn,2,LCL/LTD,B74,Peak,257,291,88.3161512
2018-03-01,Brooklyn,2,LCL/LTD,B8,Off-Peak,5183,6739,76.9105208
2018-03-01,Brooklyn,2,LCL/LTD,B8,Peak,2069,2824,73.2648725
2018-03-01,Brooklyn,2,LCL/LTD,B82,Off-Peak,5954,8192,72.6806641
2018-03-01,Brooklyn,2,LCL/LTD,B82,Peak,2362,3209,73.6054846
2018-03-01,Brooklyn,2,LCL/LTD,B83,Off-Peak,3244,4383,74.0132329
2018-03-01,Brooklyn,2,LCL/LTD,B83,Peak,1422,1859,76.492738
2018-03-01,Brooklyn,2,LCL/LTD,B84,Off-Peak,180,200,90
2018-03-01,Brooklyn,2,LCL/LTD,B84,Peak,63,71,88.7323944
2018-03-01,Brooklyn,2,LCL/LTD,B9,Off-Peak,5454,6756,80.7282416
2018-03-01,Brooklyn,2,LCL/LTD,B9,Peak,1962,2492,78.7319422
2018-03-01,Brooklyn,1,SBS,B44+,Off-Peak,6202,7725,80.2847896
2018-03-01,Brooklyn,1,SBS,B44+,Peak,3395,4553,74.5662201
2018-03-01,Brooklyn,1,SBS,B46+,Off-Peak,3899,4646,83.921653
2018-03-01,Brooklyn,1,SBS,B46+,Peak,2254,2970,75.8922559
2018-03-01,Brooklyn,2,SBS,B44+,Off-Peak,1958,2349,83.354619
2018-03-01,Brooklyn,2,SBS,B44+,Peak,825,1002,82.3353293
2018-03-01,Brooklyn,2,SBS,B46+,Off-Peak,1221,1392,87.7155172
2018-03-01,Brooklyn,2,SBS,B46+,Peak,516,589,87.6061121
2018-03-01,Manhattan,1,LCL/LTD,M1,Off-Peak,8080,10666,75.7547347
2018-03-01,Manhattan,1,LCL/LTD,M1,Peak,4307,6310,68.2567353
2018-03-01,Manhattan,1,LCL/LTD,M10,Off-Peak,7741,9145,84.6473483
2018-03-01,Manhattan,1,LCL/LTD,M10,Peak,3157,4312,73.2142857
2018-03-01,Manhattan,1,LCL/LTD,M100,Off-Peak,10949,13838,79.1227056
2018-03-01,Manhattan,1,LCL/LTD,M100,Peak,4266,6054,70.4658077
2018-03-01,Manhattan,1,LCL/LTD,M101,Off-Peak,20460,28999,70.554157
2018-03-01,Manhattan,1,LCL/LTD,M101,Peak,7472,11650,64.1373391
2018-03-01,Manhattan,1,LCL/LTD,M102,Off-Peak,10025,13678,73.2928791
2018-03-01,Manhattan,1,LCL/LTD,M102,Peak,3420,5432,62.9602356
2018-03-01,Manhattan,1,LCL/LTD,M103,Off-Peak,10154,14085,72.0908768
2018-03-01,Manhattan,1,LCL/LTD,M103,Peak,3467,5375,64.5023256
2018-03-01,Manhattan,1,LCL/LTD,M104,Off-Peak,11790,14567,80.936363
2018-03-01,Manhattan,1,LCL/LTD,M104,Peak,3936,5389,73.0376693
2018-03-01,Manhattan,1,LCL/LTD,M106,Off-Peak,3203,3721,86.079011
2018-03-01,Manhattan,1,LCL/LTD,M106,Peak,2280,2995,76.1268781
2018-03-01,Manhattan,1,LCL/LTD,M11,Off-Peak,19920,26443,75.3318459
2018-03-01,Manhattan,1,LCL/LTD,M11,Peak,8066,12214,66.0389717
2018-03-01,Manhattan,1,LCL/LTD,M116,Off-Peak,12610,14608,86.322563
2018-03-01,Manhattan,1,LCL/LTD,M116,Peak,6099,7955,76.6687618
2018-03-01,Manhattan,1,LCL/LTD,M12,Off-Peak,1667,2125,78.4470588
2018-03-01,Manhattan,1,LCL/LTD,M12,Peak,740,989,74.8230536
2018-03-01,Manhattan,1,LCL/LTD,M14A,Off-Peak,9865,11921,82.7531247
2018-03-01,Manhattan,1,LCL/LTD,M14A,Peak,4013,5571,72.0337462
2018-03-01,Manhattan,1,LCL/LTD,M14D,Off-Peak,22417,27561,81.3359457
2018-03-01,Manhattan,1,LCL/LTD,M14D,Peak,10105,14198,71.1719961
2018-03-01,Manhattan,1,LCL/LTD,M15,Off-Peak,21589,28240,76.4483003
2018-03-01,Manhattan,1,LCL/LTD,M15,Peak,6137,9370,65.4962647
2018-03-01,Manhattan,1,LCL/LTD,M2,Off-Peak,7796,10119,77.0431861
2018-03-01,Manhattan,1,LCL/LTD,M2,Peak,3110,4726,65.8061786
2018-03-01,Manhattan,1,LCL/LTD,M20,Off-Peak,6795,8617,78.8557503
2018-03-01,Manhattan,1,LCL/LTD,M20,Peak,2175,3323,65.452904
2018-03-01,Manhattan,1,LCL/LTD,M21,Off-Peak,4086,4789,85.3205262
2018-03-01,Manhattan,1,LCL/LTD,M21,Peak,2080,3043,68.3535984
2018-03-01,Manhattan,1,LCL/LTD,M22,Off-Peak,3321,4066,81.6773242
2018-03-01,Manhattan,1,LCL/LTD,M22,Peak,1561,2465,63.326572
2018-03-01,Manhattan,1,LCL/LTD,M3,Off-Peak,10528,13502,77.9736335
2018-03-01,Manhattan,1,LCL/LTD,M3,Peak,4000,5714,70.0035002
2018-03-01,Manhattan,1,LCL/LTD,M31,Off-Peak,11217,13391,83.7652154
2018-03-01,Manhattan,1,LCL/LTD,M31,Peak,4628,6414,72.1546617
2018-03-01,Manhattan,1,LCL/LTD,M4,Off-Peak,19609,25420,77.1400472
2018-03-01,Manhattan,1,LCL/LTD,M4,Peak,8834,12873,68.6242523
2018-03-01,Manhattan,1,LCL/LTD,M42,Off-Peak,8642,10296,83.9355089
2018-03-01,Manhattan,1,LCL/LTD,M42,Peak,4280,5808,73.6914601
2018-03-01,Manhattan,1,LCL/LTD,M5,Off-Peak,11016,14167,77.7581704
2018-03-01,Manhattan,1,LCL/LTD,M5,Peak,3876,5744,67.4791086
2018-03-01,Manhattan,1,LCL/LTD,M50,Off-Peak,4934,5551,88.8848856
2018-03-01,Manhattan,1,LCL/LTD,M50,Peak,2157,2764,78.0390738
2018-03-01,Manhattan,1,LCL/LTD,M55,Off-Peak,5515,7434,74.1861716
2018-03-01,Manhattan,1,LCL/LTD,M55,Peak,1890,2862,66.0377358
2018-03-01,Manhattan,1,LCL/LTD,M57,Off-Peak,5999,7515,79.8270126
2018-03-01,Manhattan,1,LCL/LTD,M57,Peak,2946,4112,71.6439689
2018-03-01,Manhattan,1,LCL/LTD,M66,Off-Peak,6977,8082,86.3276417
2018-03-01,Manhattan,1,LCL/LTD,M66,Peak,4271,5486,77.852716
2018-03-01,Manhattan,1,LCL/LTD,M7,Off-Peak,14437,20069,71.936818
2018-03-01,Manhattan,1,LCL/LTD,M7,Peak,4989,7947,62.7784069
2018-03-01,Manhattan,1,LCL/LTD,M72,Off-Peak,7200,8175,88.0733945
2018-03-01,Manhattan,1,LCL/LTD,M72,Peak,3520,4376,80.4387569
2018-03-01,Manhattan,1,LCL/LTD,M8,Off-Peak,4440,5170,85.8800774
2018-03-01,Manhattan,1,LCL/LTD,M8,Peak,2439,3271,74.5643534
2018-03-01,Manhattan,1,LCL/LTD,M9,Off-Peak,7825,10414,75.1392356
2018-03-01,Manhattan,1,LCL/LTD,M9,Peak,3818,5866,65.0869417
2018-03-01,Manhattan,1,LCL/LTD,M96,Off-Peak,16335,18512,88.2400605
2018-03-01,Manhattan,1,LCL/LTD,M96,Peak,7849,9942,78.9478978
2018-03-01,Manhattan,1,LCL/LTD,M98,Off-Peak,206,245,84.0816327
2018-03-01,Manhattan,1,LCL/LTD,M98,Peak,462,606,76.2376238
2018-03-01,Manhattan,2,LCL/LTD,M1,Off-Peak,2547,3533,72.0917068
2018-03-01,Manhattan,2,LCL/LTD,M1,Peak,1109,1521,72.9125575
2018-03-01,Manhattan,2,LCL/LTD,M10,Off-Peak,2486,3110,79.9356913
2018-03-01,Manhattan,2,LCL/LTD,M10,Peak,1003,1246,80.4975923
2018-03-01,Manhattan,2,LCL/LTD,M100,Off-Peak,3266,4313,75.7245537
2018-03-01,Manhattan,2,LCL/LTD,M100,Peak,1250,1682,74.3162901
2018-03-01,Manhattan,2,LCL/LTD,M101,Off-Peak,5799,8341,69.5240379
2018-03-01,Manhattan,2,LCL/LTD,M101,Peak,2034,3088,65.8678756
2018-03-01,Manhattan,2,LCL/LTD,M102,Off-Peak,3432,4715,72.7889714
2018-03-01,Manhattan,2,LCL/LTD,M102,Peak,1103,1595,69.153605
2018-03-01,Manhattan,2,LCL/LTD,M103,Off-Peak,3586,4948,72.4737268
2018-03-01,Manhattan,2,LCL/LTD,M103,Peak,1306,1927,67.7737416
2018-03-01,Manhattan,2,LCL/LTD,M104,Off-Peak,7006,8367,83.7337158
2018-03-01,Manhattan,2,LCL/LTD,M104,Peak,2435,2992,81.3836898
2018-03-01,Manhattan,2,LCL/LTD,M106,Off-Peak,802,919,87.2687704
2018-03-01,Manhattan,2,LCL/LTD,M106,Peak,269,330,81.5151515
2018-03-01,Manhattan,2,LCL/LTD,M11,Off-Peak,6038,8066,74.8574262
2018-03-01,Manhattan,2,LCL/LTD,M11,Peak,2519,3464,72.7193995
2018-03-01,Manhattan,2,LCL/LTD,M116,Off-Peak,3964,4676,84.7733105
2018-03-01,Manhattan,2,LCL/LTD,M116,Peak,1590,1918,82.898853
2018-03-01,Manhattan,2,LCL/LTD,M12,Off-Peak,930,1091,85.2428964
2018-03-01,Manhattan,2,LCL/LTD,M12,Peak,431,498,86.5461847
2018-03-01,Manhattan,2,LCL/LTD,M14A,Off-Peak,3486,4302,81.0320781
2018-03-01,Manhattan,2,LCL/LTD,M14A,Peak,1285,1543,83.279326
2018-03-01,Manhattan,2,LCL/LTD,M14D,Off-Peak,7462,8677,85.9974646
2018-03-01,Manhattan,2,LCL/LTD,M14D,Peak,2734,3239,84.4087681
2018-03-01,Manhattan,2,LCL/LTD,M15,Off-Peak,7522,9919,75.8342575
2018-03-01,Manhattan,2,LCL/LTD,M15,Peak,2560,3360,76.1904762
2018-03-01,Manhattan,2,LCL/LTD,M2,Off-Peak,2472,3231,76.5088208
2018-03-01,Manhattan,2,LCL/LTD,M2,Peak,968,1297,74.6337702
2018-03-01,Manhattan,2,LCL/LTD,M20,Off-Peak,2553,3093,82.5412221
2018-03-01,Manhattan,2,LCL/LTD,M20,Peak,932,1169,79.7262618
2018-03-01,Manhattan,2,LCL/LTD,M21,Off-Peak,1360,1578,86.1850444
2018-03-01,Manhattan,2,LCL/LTD,M21,Peak,506,602,84.0531561
2018-03-01,Manhattan,2,LCL/LTD,M22,Off-Peak,1040,1361,76.4144012
2018-03-01,Manhattan,2,LCL/LTD,M22,Peak,452,598,75.5852843
2018-03-01,Manhattan,2,LCL/LTD,M3,Off-Peak,3069,4409,69.6076208
2018-03-01,Manhattan,2,LCL/LTD,M3,Peak,1413,1952,72.3872951
2018-03-01,Manhattan,2,LCL/LTD,M31,Off-Peak,2747,3450,79.6231884
2018-03-01,Manhattan,2,LCL/LTD,M31,Peak,1248,1491,83.7022133
2018-03-01,Manhattan,2,LCL/LTD,M4,Off-Peak,4820,6516,73.9717618
2018-03-01,Manhattan,2,LCL/LTD,M4,Peak,2141,2945,72.6994907
2018-03-01,Manhattan,2,LCL/LTD,M42,Off-Peak,2566,3116,82.3491656
2018-03-01,Manhattan,2,LCL/LTD,M42,Peak,919,1179,77.9474131
2018-03-01,Manhattan,2,LCL/LTD,M5,Off-Peak,3597,4586,78.4343655
2018-03-01,Manhattan,2,LCL/LTD,M5,Peak,1472,1897,77.5962045
2018-03-01,Manhattan,2,LCL/LTD,M50,Off-Peak,971,1130,85.9292035
2018-03-01,Manhattan,2,LCL/LTD,M50,Peak,392,485,80.8247423
2018-03-01,Manhattan,2,LCL/LTD,M55,Off-Peak,2307,2836,81.3469676
2018-03-01,Manhattan,2,LCL/LTD,M55,Peak,930,1151,80.799305
2018-03-01,Manhattan,2,LCL/LTD,M57,Off-Peak,2014,2423,83.1200991
2018-03-01,Manhattan,2,LCL/LTD,M57,Peak,948,1147,82.6503923
2018-03-01,Manhattan,2,LCL/LTD,M66,Off-Peak,1856,2042,90.8912831
2018-03-01,Manhattan,2,LCL/LTD,M66,Peak,728,812,89.6551724
2018-03-01,Manhattan,2,LCL/LTD,M7,Off-Peak,4916,6880,71.4534884
2018-03-01,Manhattan,2,LCL/LTD,M7,Peak,1768,2455,72.0162933
2018-03-01,Manhattan,2,LCL/LTD,M72,Off-Peak,1938,2202,88.0108992
2018-03-01,Manhattan,2,LCL/LTD,M72,Peak,752,889,84.5894263
2018-03-01,Manhattan,2,LCL/LTD,M8,Off-Peak,1364,1524,89.5013123
2018-03-01,Manhattan,2,LCL/LTD,M8,Peak,523,606,86.3036304
2018-03-01,Manhattan,2,LCL/LTD,M9,Off-Peak,2427,3150,77.047619
2018-03-01,Manhattan,2,LCL/LTD,M9,Peak,788,1003,78.5643071
2018-03-01,Manhattan,2,LCL/LTD,M96,Off-Peak,4202,4687,89.6522296
2018-03-01,Manhattan,2,LCL/LTD,M96,Peak,1481,1674,88.4707288
2018-03-01,Manhattan,1,SBS,M34+,Off-Peak,3095,3594,86.1157485
2018-03-01,Manhattan,1,SBS,M34+,Peak,1324,1821,72.7073037
2018-03-01,Manhattan,1,SBS,M34A+,Off-Peak,3299,3835,86.0234681
2018-03-01,Manhattan,1,SBS,M34A+,Peak,1592,2111,75.4144955
2018-03-01,Manhattan,1,SBS,M79+,Off-Peak,3362,3684,91.2595005
2018-03-01,Manhattan,1,SBS,M79+,Peak,1769,2077,85.1709196
2018-03-01,Manhattan,1,SBS,M15+,Off-Peak,6148,8451,72.7487871
2018-03-01,Manhattan,1,SBS,M15+,Peak,3280,4893,67.0345391
2018-03-01,Manhattan,1,SBS,M23+,Off-Peak,2991,3440,86.9476744
2018-03-01,Manhattan,1,SBS,M23+,Peak,1169,1473,79.3618466
2018-03-01,Manhattan,1,SBS,M60+,Off-Peak,1561,2330,66.9957082
2018-03-01,Manhattan,1,SBS,M60+,Peak,492,893,55.0951848
2018-03-01,Manhattan,1,SBS,M86+,Off-Peak,3816,4438,85.9846778
2018-03-01,Manhattan,1,SBS,M86+,Peak,2106,2572,81.881804
2018-03-01,Manhattan,2,SBS,M34+,Off-Peak,820,891,92.0314254
2018-03-01,Manhattan,2,SBS,M34+,Peak,339,375,90.4
2018-03-01,Manhattan,2,SBS,M34A+,Off-Peak,861,1035,83.1884058
2018-03-01,Manhattan,2,SBS,M34A+,Peak,310,405,76.5432099
2018-03-01,Manhattan,2,SBS,M79+,Off-Peak,1086,1235,87.9352227
2018-03-01,Manhattan,2,SBS,M79+,Peak,433,479,90.3966597
2018-03-01,Manhattan,2,SBS,M15+,Off-Peak,1754,2506,69.9920192
