month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment
2016-08-01,Queens,1,LCL/LTD,Q83,Off-Peak,13180,14684,89.7575592
2016-08-01,Queens,1,LCL/LTD,Q83,Peak,5355,6928,77.2950346
2016-08-01,Queens,1,LCL/LTD,Q84,Off-Peak,9896,10894,90.8389939
2016-08-01,Queens,1,LCL/LTD,Q84,Peak,3883,4980,77.9718876
2016-08-01,Queens,1,LCL/LTD,Q85,Off-Peak,26692,30502,87.5090158
2016-08-01,Queens,1,LCL/LTD,Q85,Peak,10624,13507,78.655512
2016-08-01,Queens,1,LCL/LTD,Q88,Off-Peak,16939,19549,86.6489334
2016-08-01,Queens,1,LCL/LTD,Q88,Peak,7435,9729,76.4210094
2016-08-01,Queens,1,LCL/LTD,Q9,Off-Peak,3520,4169,84.4327177
2016-08-01,Queens,1,LCL/LTD,Q9,Peak,1680,2377,70.6773244
2016-08-01,Queens,2,LCL/LTD,Q1,Off-Peak,3249,3595,90.3755216
2016-08-01,Queens,2,LCL/LTD,Q1,Peak,1260,1391,90.5823149
2016-08-01,Queens,2,LCL/LTD,Q10,Off-Peak,5879,6657,88.3130539
2016-08-01,Queens,2,LCL/LTD,Q10,Peak,2321,2572,90.2410575
2016-08-01,Queens,2,LCL/LTD,Q100,Off-Peak,1504,1782,84.3995511
2016-08-01,Queens,2,LCL/LTD,Q100,Peak,534,630,84.7619048
2016-08-01,Queens,2,LCL/LTD,Q101,Off-Peak,1082,1171,92.3996584
2016-08-01,Queens,2,LCL/LTD,Q101,Peak,319,369,86.4498645
2016-08-01,Queens,2,LCL/LTD,Q102,Off-Peak,840,973,86.3309353
2016-08-01,Queens,2,LCL/LTD,Q102,Peak,330,387,85.2713178
2016-08-01,Queens,2,LCL/LTD,Q103,Off-Peak,223,237,94.092827
2016-08-01,Queens,2,LCL/LTD,Q103,Peak,112,114,98.245614
2016-08-01,Queens,2,LCL/LTD,Q104,Off-Peak,261,274,95.2554745
2016-08-01,Queens,2,LCL/LTD,Q104,Peak,115,125,92
2016-08-01,Queens,2,LCL/LTD,Q11,Off-Peak,1367,1553,88.0231809
2016-08-01,Queens,2,LCL/LTD,Q11,Peak,500,566,88.3392226
2016-08-01,Queens,2,LCL/LTD,Q110,Off-Peak,2842,3139,90.538388
2016-08-01,Queens,2,LCL/LTD,Q110,Peak,1031,1150,89.6521739
2016-08-01,Queens,2,LCL/LTD,Q111,Off-Peak,4182,5199,80.4385459
2016-08-01,Queens,2,LCL/LTD,Q111,Peak,1739,2130,81.6431925
2016-08-01,Queens,2,LCL/LTD,Q112,Off-Peak,1953,2399,81.4089204
2016-08-01,Queens,2,LCL/LTD,Q112,Peak,910,1065,85.4460094
2016-08-01,Queens,2,LCL/LTD,Q113,Off-Peak,1067,1372,77.7696793
2016-08-01,Queens,2,LCL/LTD,Q113,Peak,519,649,79.9691834
2016-08-01,Queens,2,LCL/LTD,Q114,Off-Peak,2873,3732,76.982851
2016-08-01,Queens,2,LCL/LTD,Q114,Peak,885,1154,76.6897747
2016-08-01,Queens,2,LCL/LTD,Q12,Off-Peak,4758,5597,85.0098267
2016-08-01,Queens,2,LCL/LTD,Q12,Peak,1819,2107,86.3312767
2016-08-01,Queens,2,LCL/LTD,Q13,Off-Peak,3431,4043,84.8627257
2016-08-01,Queens,2,LCL/LTD,Q13,Peak,1428,1615,88.4210526
2016-08-01,Queens,2,LCL/LTD,Q15,Off-Peak,768,835,91.9760479
2016-08-01,Queens,2,LCL/LTD,Q15,Peak,358,388,92.2680412
2016-08-01,Queens,2,LCL/LTD,Q15A,Off-Peak,1059,1121,94.4692239
2016-08-01,Queens,2,LCL/LTD,Q15A,Peak,524,547,95.7952468
2016-08-01,Queens,2,LCL/LTD,Q16,Off-Peak,1845,2330,79.1845494
2016-08-01,Queens,2,LCL/LTD,Q16,Peak,770,887,86.8094701
2016-08-01,Queens,2,LCL/LTD,Q17,Off-Peak,10230,12843,79.6542864
2016-08-01,Queens,2,LCL/LTD,Q17,Peak,4179,5200,80.3653846
2016-08-01,Queens,2,LCL/LTD,Q18,Off-Peak,1786,2165,82.4942263
2016-08-01,Queens,2,LCL/LTD,Q18,Peak,716,879,81.4562002
2016-08-01,Queens,2,LCL/LTD,Q19,Off-Peak,818,955,85.6544503
2016-08-01,Queens,2,LCL/LTD,Q19,Peak,406,543,74.7697974
2016-08-01,Queens,2,LCL/LTD,Q2,Off-Peak,3451,3950,87.3670886
2016-08-01,Queens,2,LCL/LTD,Q2,Peak,1259,1382,91.0998553
2016-08-01,Queens,2,LCL/LTD,Q20A,Off-Peak,5457,6575,82.9961977
2016-08-01,Queens,2,LCL/LTD,Q20A,Peak,1975,2272,86.9278169
2016-08-01,Queens,2,LCL/LTD,Q21,Off-Peak,1442,1546,93.2729625
2016-08-01,Queens,2,LCL/LTD,Q21,Peak,696,733,94.952251
2016-08-01,Queens,2,LCL/LTD,Q22,Off-Peak,1869,2433,76.8187423
2016-08-01,Queens,2,LCL/LTD,Q22,Peak,687,965,71.1917098
2016-08-01,Queens,2,LCL/LTD,Q23,Off-Peak,3587,4401,81.5042036
2016-08-01,Queens,2,LCL/LTD,Q23,Peak,1546,1812,85.3200883
2016-08-01,Queens,2,LCL/LTD,Q24,Off-Peak,3969,5416,73.2828656
2016-08-01,Queens,2,LCL/LTD,Q24,Peak,1555,2122,73.2799246
2016-08-01,Queens,2,LCL/LTD,Q25,Off-Peak,3513,4605,76.286645
2016-08-01,Queens,2,LCL/LTD,Q25,Peak,1223,1614,75.7744734
2016-08-01,Queens,2,LCL/LTD,Q27,Off-Peak,11920,14177,84.0798476
2016-08-01,Queens,2,LCL/LTD,Q27,Peak,4717,5584,84.4734957
2016-08-01,Queens,2,LCL/LTD,Q28,Off-Peak,3328,3808,87.394958
2016-08-01,Queens,2,LCL/LTD,Q28,Peak,1236,1478,83.6265223
2016-08-01,Queens,2,LCL/LTD,Q29,Off-Peak,1644,1804,91.1308204
2016-08-01,Queens,2,LCL/LTD,Q29,Peak,656,744,88.172043
2016-08-01,Queens,2,LCL/LTD,Q3,Off-Peak,5064,6413,78.9646031
2016-08-01,Queens,2,LCL/LTD,Q3,Peak,1560,1977,78.9074355
2016-08-01,Queens,2,LCL/LTD,Q30,Off-Peak,2904,3435,84.5414847
2016-08-01,Queens,2,LCL/LTD,Q30,Peak,1217,1521,80.0131492
2016-08-01,Queens,2,LCL/LTD,Q31,Off-Peak,1488,1671,89.048474
2016-08-01,Queens,2,LCL/LTD,Q31,Peak,816,917,88.9858233
2016-08-01,Queens,2,LCL/LTD,Q32,Off-Peak,4606,6048,76.1574074
2016-08-01,Queens,2,LCL/LTD,Q32,Peak,2044,2535,80.6311637
2016-08-01,Queens,2,LCL/LTD,Q33,Off-Peak,2640,2872,91.9220056
2016-08-01,Queens,2,LCL/LTD,Q33,Peak,820,907,90.4079383
2016-08-01,Queens,2,LCL/LTD,Q35,Off-Peak,2702,3055,88.4451718
2016-08-01,Queens,2,LCL/LTD,Q35,Peak,990,1122,88.2352941
2016-08-01,Queens,2,LCL/LTD,Q36,Off-Peak,4005,4406,90.8987744
2016-08-01,Queens,2,LCL/LTD,Q36,Peak,1420,1575,90.1587302
2016-08-01,Queens,2,LCL/LTD,Q37,Off-Peak,1343,1500,89.5333333
2016-08-01,Queens,2,LCL/LTD,Q37,Peak,569,626,90.8945687
2016-08-01,Queens,2,LCL/LTD,Q38,Off-Peak,1811,2007,90.2341804
2016-08-01,Queens,2,LCL/LTD,Q38,Peak,700,814,85.995086
2016-08-01,Queens,2,LCL/LTD,Q39,Off-Peak,1854,2364,78.4263959
2016-08-01,Queens,2,LCL/LTD,Q39,Peak,613,842,72.8028504
2016-08-01,Queens,2,LCL/LTD,Q4,Off-Peak,3944,4599,85.7577734
2016-08-01,Queens,2,LCL/LTD,Q4,Peak,1432,1665,86.006006
2016-08-01,Queens,2,LCL/LTD,Q40,Off-Peak,1144,1209,94.6236559
2016-08-01,Queens,2,LCL/LTD,Q40,Peak,406,427,95.0819672
2016-08-01,Queens,2,LCL/LTD,Q41,Off-Peak,1362,1793,75.9620747
2016-08-01,Queens,2,LCL/LTD,Q41,Peak,561,805,69.689441
2016-08-01,Queens,2,LCL/LTD,Q43,Off-Peak,2261,2831,79.8657718
2016-08-01,Queens,2,LCL/LTD,Q43,Peak,904,1136,79.5774648
2016-08-01,Queens,2,LCL/LTD,Q46,Off-Peak,4663,5301,87.964535
2016-08-01,Queens,2,LCL/LTD,Q46,Peak,1836,2111,86.9729986
2016-08-01,Queens,2,LCL/LTD,Q47,Off-Peak,1855,2179,85.1307939
2016-08-01,Queens,2,LCL/LTD,Q47,Peak,769,891,86.3075196
2016-08-01,Queens,2,LCL/LTD,Q48,Off-Peak,582,712,81.741573
2016-08-01,Queens,2,LCL/LTD,Q48,Peak,236,288,81.9444444
2016-08-01,Queens,2,LCL/LTD,Q49,Off-Peak,2656,2935,90.4940375
2016-08-01,Queens,2,LCL/LTD,Q49,Peak,1019,1174,86.7972743
2016-08-01,Queens,2,LCL/LTD,Q5,Off-Peak,6334,8390,75.4946365
2016-08-01,Queens,2,LCL/LTD,Q5,Peak,2376,3248,73.1527094
2016-08-01,Queens,2,LCL/LTD,Q50,Off-Peak,950,1192,79.6979866
2016-08-01,Queens,2,LCL/LTD,Q50,Peak,421,500,84.2
2016-08-01,Queens,2,LCL/LTD,Q52,Off-Peak,2250,2570,87.5486381
2016-08-01,Queens,2,LCL/LTD,Q52,Peak,969,1099,88.1710646
2016-08-01,Queens,2,LCL/LTD,Q53,Off-Peak,4957,6920,71.632948
2016-08-01,Queens,2,LCL/LTD,Q53,Peak,1765,2479,71.1980637
2016-08-01,Queens,2,LCL/LTD,Q54,Off-Peak,4771,6274,76.0439911
2016-08-01,Queens,2,LCL/LTD,Q54,Peak,1667,2239,74.4528808
2016-08-01,Queens,2,LCL/LTD,Q55,Off-Peak,2517,2899,86.8230424
2016-08-01,Queens,2,LCL/LTD,Q55,Peak,991,1163,85.2106621
2016-08-01,Queens,2,LCL/LTD,Q56,Off-Peak,4195,5673,73.9467654
2016-08-01,Queens,2,LCL/LTD,Q56,Peak,1485,2117,70.1464336
2016-08-01,Queens,2,LCL/LTD,Q58,Off-Peak,7176,8650,82.9595376
2016-08-01,Queens,2,LCL/LTD,Q58,Peak,3053,3508,87.0296465
2016-08-01,Queens,2,LCL/LTD,Q59,Off-Peak,3690,4788,77.0676692
2016-08-01,Queens,2,LCL/LTD,Q59,Peak,1549,2013,76.9498261
2016-08-01,Queens,2,LCL/LTD,Q6,Off-Peak,3025,3554,85.115363
2016-08-01,Queens,2,LCL/LTD,Q6,Peak,980,1231,79.6100731
2016-08-01,Queens,2,LCL/LTD,Q60,Off-Peak,4606,6005,76.7027477
2016-08-01,Queens,2,LCL/LTD,Q60,Peak,1654,2121,77.9820839
2016-08-01,Queens,2,LCL/LTD,Q64,Off-Peak,1501,1549,96.9012266
2016-08-01,Queens,2,LCL/LTD,Q64,Peak,513,536,95.7089552
2016-08-01,Queens,2,LCL/LTD,Q65,Off-Peak,2594,3224,80.4590571
2016-08-01,Queens,2,LCL/LTD,Q65,Peak,963,1229,78.3563873
2016-08-01,Queens,2,LCL/LTD,Q66,Off-Peak,3550,4737,74.9419464
2016-08-01,Queens,2,LCL/LTD,Q66,Peak,1414,1785,79.2156863
2016-08-01,Queens,2,LCL/LTD,Q67,Off-Peak,274,297,92.2558923
2016-08-01,Queens,2,LCL/LTD,Q67,Peak,96,105,91.4285714
2016-08-01,Queens,2,LCL/LTD,Q69,Off-Peak,2145,2599,82.531743
2016-08-01,Queens,2,LCL/LTD,Q69,Peak,919,1152,79.7743056
2016-08-01,Queens,2,LCL/LTD,Q7,Off-Peak,1284,1763,72.8304027
2016-08-01,Queens,2,LCL/LTD,Q7,Peak,535,695,76.9784173
2016-08-01,Queens,2,LCL/LTD,Q70,Off-Peak,1388,1676,82.8162291
2016-08-01,Queens,2,LCL/LTD,Q70,Peak,439,538,81.598513
2016-08-01,Queens,2,LCL/LTD,Q72,Off-Peak,1148,1725,66.5507246
2016-08-01,Queens,2,LCL/LTD,Q72,Peak,524,738,71.00271
2016-08-01,Queens,2,LCL/LTD,Q76,Off-Peak,1918,2241,85.5867916
2016-08-01,Queens,2,LCL/LTD,Q76,Peak,852,1012,84.1897233
2016-08-01,Queens,2,LCL/LTD,Q77,Off-Peak,1512,1803,83.8602329
2016-08-01,Queens,2,LCL/LTD,Q77,Peak,648,816,79.4117647
2016-08-01,Queens,2,LCL/LTD,Q8,Off-Peak,2356,3237,72.7834415
2016-08-01,Queens,2,LCL/LTD,Q8,Peak,1135,1541,73.6534718
2016-08-01,Queens,2,LCL/LTD,Q83,Off-Peak,3243,3746,86.5723438
2016-08-01,Queens,2,LCL/LTD,Q83,Peak,1384,1540,89.8701299
2016-08-01,Queens,2,LCL/LTD,Q84,Off-Peak,2092,2358,88.7192536
2016-08-01,Queens,2,LCL/LTD,Q84,Peak,929,1038,89.4990366
2016-08-01,Queens,2,LCL/LTD,Q85,Off-Peak,5519,6703,82.3362673
2016-08-01,Queens,2,LCL/LTD,Q85,Peak,2209,2787,79.260854
2016-08-01,Queens,2,LCL/LTD,Q88,Off-Peak,4082,4986,81.8692339
2016-08-01,Queens,2,LCL/LTD,Q88,Peak,1616,2034,79.4493609
2016-08-01,Queens,2,LCL/LTD,Q9,Off-Peak,825,992,83.1653226
2016-08-01,Queens,2,LCL/LTD,Q9,Peak,400,444,90.0900901
2016-08-01,Queens,1,SBS,Q44+,Off-Peak,8547,9931,86.0638405
2016-08-01,Queens,1,SBS,Q44+,Peak,3030,3663,82.7190827
2016-08-01,Queens,2,SBS,Q44+,Off-Peak,2137,2697,79.2361884
2016-08-01,Queens,2,SBS,Q44+,Peak,800,981,81.5494393
2016-08-01,Staten Island,1,EXP,X1,Off-Peak,10326,11883,86.8972482
2016-08-01,Staten Island,1,EXP,X1,Peak,3112,3872,80.3719008
2016-08-01,Staten Island,1,EXP,X10,Off-Peak,4004,4728,84.6869712
2016-08-01,Staten Island,1,EXP,X10,Peak,720,922,78.0911063
2016-08-01,Staten Island,1,EXP,X10B,Off-Peak,225,238,94.5378151
2016-08-01,Staten Island,1,EXP,X10B,Peak,1012,1264,80.0632911
2016-08-01,Staten Island,1,EXP,X11,Off-Peak,69,92,75
2016-08-01,Staten Island,1,EXP,X11,Peak,668,828,80.6763285
2016-08-01,Staten Island,1,EXP,X12,Off-Peak,1588,1694,93.742621
2016-08-01,Staten Island,1,EXP,X12,Peak,1920,2296,83.6236934
2016-08-01,Staten Island,1,EXP,X14,Off-Peak,462,479,96.4509395
2016-08-01,Staten Island,1,EXP,X14,Peak,1650,2169,76.0719225
2016-08-01,Staten Island,1,EXP,X15,Off-Peak,662,704,94.0340909
2016-08-01,Staten Island,1,EXP,X15,Peak,1383,1587,87.1455577
2016-08-01,Staten Island,1,EXP,X17,Off-Peak,5527,6194,89.2315144
2016-08-01,Staten Island,1,EXP,X17,Peak,319,390,81.7948718
2016-08-01,Staten Island,1,EXP,X17A,Off-Peak,303,308,98.3766234
2016-08-01,Staten Island,1,EXP,X17A,Peak,1587,1830,86.7213115
2016-08-01,Staten Island,1,EXP,X17J,Off-Peak,2001,2078,96.294514
2016-08-01,Staten Island,1,EXP,X17J,Peak,2395,2809,85.261659
2016-08-01,Staten Island,1,EXP,X19,Off-Peak,345,362,95.3038674
2016-08-01,Staten Island,1,EXP,X19,Peak,528,681,77.5330396
2016-08-01,Staten Island,1,EXP,X2,Off-Peak,1166,1199,97.2477064
2016-08-01,Staten Island,1,EXP,X2,Peak,1927,2296,83.9285714
2016-08-01,Staten Island,1,EXP,X21,Off-Peak,155,166,93.373494
2016-08-01,Staten Island,1,EXP,X21,Peak,182,228,79.8245614
2016-08-01,Staten Island,1,EXP,X22,Off-Peak,1330,1438,92.4895688
2016-08-01,Staten Island,1,EXP,X22,Peak,1586,1952,81.25
2016-08-01,Staten Island,1,EXP,X22A,Off-Peak,94,96,97.9166667
2016-08-01,Staten Island,1,EXP,X22A,Peak,165,218,75.6880734
2016-08-01,Staten Island,1,EXP,X3,Off-Peak,244,261,93.48659
2016-08-01,Staten Island,1,EXP,X3,Peak,726,808,89.8514851
2016-08-01,Staten Island,1,EXP,X30,Off-Peak,706,719,98.1919332
2016-08-01,Staten Island,1,EXP,X30,Peak,1141,1314,86.8340944
2016-08-01,Staten Island,1,EXP,X31,Off-Peak,414,422,98.1042654
2016-08-01,Staten Island,1,EXP,X31,Peak,863,1024,84.2773438
2016-08-01,Staten Island,1,EXP,X4,Off-Peak,275,276,99.6376812
2016-08-01,Staten Island,1,EXP,X4,Peak,736,872,84.4036697
2016-08-01,Staten Island,1,EXP,X42,Off-Peak,230,237,97.0464135
2016-08-01,Staten Island,1,EXP,X42,Peak,482,579,83.2469775
2016-08-01,Staten Island,1,EXP,X5,Off-Peak,1493,1589,93.9584644
2016-08-01,Staten Island,1,EXP,X5,Peak,2050,2522,81.2846947
2016-08-01,Staten Island,1,EXP,X7,Off-Peak,1323,1394,94.9067432
2016-08-01,Staten Island,1,EXP,X7,Peak,2042,2495,81.8436874
2016-08-01,Staten Island,1,EXP,X8,Off-Peak,407,433,93.9953811
2016-08-01,Staten Island,1,EXP,X8,Peak,1095,1303,84.0368381
2016-08-01,Staten Island,1,EXP,X9,Off-Peak,745,764,97.513089
2016-08-01,Staten Island,1,EXP,X9,Peak,1596,1823,87.5479978
2016-08-01,Staten Island,2,EXP,X1,Off-Peak,2416,2980,81.0738255
2016-08-01,Staten Island,2,EXP,X1,Peak,855,1109,77.0964833
2016-08-01,Staten Island,2,EXP,X10,Off-Peak,856,1074,79.7020484
2016-08-01,Staten Island,2,EXP,X10,Peak,366,453,80.794702
2016-08-01,Staten Island,2,EXP,X17,Off-Peak,1119,1380,81.0869565
2016-08-01,Staten Island,2,EXP,X17,Peak,700,818,85.5745721
2016-08-01,Staten Island,1,LCL/LTD,S40,Off-Peak,6740,7820,86.1892583
2016-08-01,Staten Island,1,LCL/LTD,S40,Peak,2249,2805,80.1782531
2016-08-01,Staten Island,1,LCL/LTD,S42,Off-Peak,681,767,88.7874837
2016-08-01,Staten Island,1,LCL/LTD,S42,Peak,720,823,87.4848117
2016-08-01,Staten Island,1,LCL/LTD,S44,Off-Peak,12194,14883,81.9324061
2016-08-01,Staten Island,1,LCL/LTD,S44,Peak,4515,5867,76.9558548
2016-08-01,Staten Island,1,LCL/LTD,S46,Off-Peak,12070,14075,85.7548845
2016-08-01,Staten Island,1,LCL/LTD,S46,Peak,4302,5787,74.3390358
2016-08-01,Staten Island,1,LCL/LTD,S48,Off-Peak,10730,12147,88.3345682
2016-08-01,Staten Island,1,LCL/LTD,S48,Peak,3508,4492,78.09439
2016-08-01,Staten Island,1,LCL/LTD,S51,Off-Peak,10186,11661,87.3509991
2016-08-01,Staten Island,1,LCL/LTD,S51,Peak,3902,5222,74.7223286
2016-08-01,Staten Island,1,LCL/LTD,S52,Off-Peak,7179,8327,86.2135223
2016-08-01,Staten Island,1,LCL/LTD,S52,Peak,3121,3886,80.3139475
2016-08-01,Staten Island,1,LCL/LTD,S53,Off-Peak,16692,18454,90.4519345
2016-08-01,Staten Island,1,LCL/LTD,S53,Peak,6561,7573,86.6367358
2016-08-01,Staten Island,1,LCL/LTD,S54,Off-Peak,3943,4414,89.3294064
2016-08-01,Staten Island,1,LCL/LTD,S54,Peak,1959,2414,81.1516156
2016-08-01,Staten Island,1,LCL/LTD,S55,Off-Peak,2199,2438,90.1968827
2016-08-01,Staten Island,1,LCL/LTD,S55,Peak,1415,1641,86.2279098
2016-08-01,Staten Island,1,LCL/LTD,S56,Off-Peak,1600,1767,90.548953
2016-08-01,Staten Island,1,LCL/LTD,S56,Peak,861,976,88.2172131
2016-08-01,Staten Island,1,LCL/LTD,S57,Off-Peak,6300,7269,86.6694181
2016-08-01,Staten Island,1,LCL/LTD,S57,Peak,3441,4252,80.9266228
2016-08-01,Staten Island,1,LCL/LTD,S59,Off-Peak,9769,10850,90.0368664
2016-08-01,Staten Island,1,LCL/LTD,S59,Peak,5478,6776,80.8441558
2016-08-01,Staten Island,1,LCL/LTD,S61,Off-Peak,9274,10687,86.7783288
2016-08-01,Staten Island,1,LCL/LTD,S61,Peak,2756,3518,78.3399659
2016-08-01,Staten Island,1,LCL/LTD,S62,Off-Peak,12377,13801,89.6819071
2016-08-01,Staten Island,1,LCL/LTD,S62,Peak,3239,4083,79.3289248
2016-08-01,Staten Island,1,LCL/LTD,S66,Off-Peak,7205,8012,89.9276086
2016-08-01,Staten Island,1,LCL/LTD,S66,Peak,2812,3538,79.4799322
2016-08-01,Staten Island,1,LCL/LTD,S74,Off-Peak,12077,14472,83.4508015
2016-08-01,Staten Island,1,LCL/LTD,S74,Peak,3984,5203,76.5712089
2016-08-01,Staten Island,1,LCL/LTD,S76,Off-Peak,8313,9976,83.329992
2016-08-01,Staten Island,1,LCL/LTD,S76,Peak,3413,4361,78.2618665
2016-08-01,Staten Island,1,LCL/LTD,S78,Off-Peak,14136,17640,80.1360544
2016-08-01,Staten Island,1,LCL/LTD,S78,Peak,5063,7015,72.173913
2016-08-01,Staten Island,1,LCL/LTD,S81,Off-Peak,0,0,
2016-08-01,Staten Island,1,LCL/LTD,S81,Peak,644,769,83.7451235
2016-08-01,Staten Island,1,LCL/LTD,S84,Off-Peak,67,84,79.7619048
2016-08-01,Staten Island,1,LCL/LTD,S84,Peak,239,310,77.0967742
2016-08-01,Staten Island,1,LCL/LTD,S86,Off-Peak,0,0,
2016-08-01,Staten Island,1,LCL/LTD,S86,Peak,449,487,92.1971253
2016-08-01,Staten Island,1,LCL/LTD,S89,Off-Peak,503,665,75.6390977
2016-08-01,Staten Island,1,LCL/LTD,S89,Peak,1631,2123,76.8252473
2016-08-01,Staten Island,1,LCL/LTD,S90,Off-Peak,462,548,84.3065693
2016-08-01,Staten Island,1,LCL/LTD,S90,Peak,1154,1443,79.97228
2016-08-01,Staten Island,1,LCL/LTD,S91,Off-Peak,547,628,87.1019108
2016-08-01,Staten Island,1,LCL/LTD,S91,Peak,1600,2062,77.5945684
2016-08-01,Staten Island,1,LCL/LTD,S92,Off-Peak,222,255,87.0588235
2016-08-01,Staten Island,1,LCL/LTD,S92,Peak,1177,1483,79.3661497
2016-08-01,Staten Island,1,LCL/LTD,S93,Off-Peak,4625,4947,93.4910046
2016-08-01,Staten Island,1,LCL/LTD,S93,Peak,3422,4010,85.3366584
2016-08-01,Staten Island,1,LCL/LTD,S94,Off-Peak,181,197,91.8781726
2016-08-01,Staten Island,1,LCL/LTD,S94,Peak,921,1181,77.9847587
2016-08-01,Staten Island,1,LCL/LTD,S96,Off-Peak,1021,1110,91.981982
2016-08-01,Staten Island,1,LCL/LTD,S96,Peak,1763,2398,73.5195997
2016-08-01,Staten Island,1,LCL/LTD,S98,Off-Peak,898,1047,85.7688634
2016-08-01,Staten Island,1,LCL/LTD,S98,Peak,1712,2188,78.2449726
2016-08-01,Staten Island,2,LCL/LTD,S40,Off-Peak,1922,2368,81.1655405
2016-08-01,Staten Island,2,LCL/LTD,S40,Peak,703,907,77.508269
2016-08-01,Staten Island,2,LCL/LTD,S44,Off-Peak,3284,4330,75.8429561
2016-08-01,Staten Island,2,LCL/LTD,S44,Peak,1277,1783,71.6208637
2016-08-01,Staten Island,2,LCL/LTD,S46,Off-Peak,3579,4528,79.0415194
2016-08-01,Staten Island,2,LCL/LTD,S46,Peak,1198,1579,75.8708043
2016-08-01,Staten Island,2,LCL/LTD,S48,Off-Peak,2908,3626,80.1985659
2016-08-01,Staten Island,2,LCL/LTD,S48,Peak,1063,1330,79.924812
2016-08-01,Staten Island,2,LCL/LTD,S51,Off-Peak,2487,2785,89.2998205
2016-08-01,Staten Island,2,LCL/LTD,S51,Peak,688,817,84.2105263
2016-08-01,Staten Island,2,LCL/LTD,S52,Off-Peak,1618,1919,84.3147473
2016-08-01,Staten Island,2,LCL/LTD,S52,Peak,736,858,85.7808858
2016-08-01,Staten Island,2,LCL/LTD,S53,Off-Peak,4668,5375,86.8465116
2016-08-01,Staten Island,2,LCL/LTD,S53,Peak,1791,2072,86.4382239
2016-08-01,Staten Island,2,LCL/LTD,S57,Off-Peak,1829,2041,89.6129348
2016-08-01,Staten Island,2,LCL/LTD,S57,Peak,854,938,91.0447761
2016-08-01,Staten Island,2,LCL/LTD,S59,Off-Peak,2265,2487,91.0735826
2016-08-01,Staten Island,2,LCL/LTD,S59,Peak,938,1058,88.657845
2016-08-01,Staten Island,2,LCL/LTD,S61,Off-Peak,2560,2941,87.0452227
2016-08-01,Staten Island,2,LCL/LTD,S61,Peak,1107,1304,84.892638
2016-08-01,Staten Island,2,LCL/LTD,S62,Off-Peak,2865,3338,85.8298382
2016-08-01,Staten Island,2,LCL/LTD,S62,Peak,875,1033,84.7047435
2016-08-01,Staten Island,2,LCL/LTD,S74,Off-Peak,3058,3940,77.6142132
2016-08-01,Staten Island,2,LCL/LTD,S74,Peak,1005,1337,75.1682872
2016-08-01,Staten Island,2,LCL/LTD,S76,Off-Peak,1583,1933,81.8934299
2016-08-01,Staten Island,2,LCL/LTD,S76,Peak,708,831,85.198556
2016-08-01,Staten Island,2,LCL/LTD,S78,Off-Peak,3791,4917,77.0998576
2016-08-01,Staten Island,2,LCL/LTD,S78,Peak,1223,1620,75.4938272
2016-08-01,Staten Island,1,SBS,S79+,Off-Peak,12315,13572,90.7382847
2016-08-01,Staten Island,1,SBS,S79+,Peak,6960,8150,85.398773
2016-08-01,Staten Island,2,SBS,S79+,Off-Peak,3590,4004,89.6603397
2016-08-01,Staten Island,2,SBS,S79+,Peak,1567,1723,90.9460244
2016-08-01,Systemwide,1,Systemwide,Systemwide,Systemwide,3979391,4932063,80.6841072
2016-08-01,Systemwide,2,Systemwide,Systemwide,Systemwide,986881,1216425,81.1296216
2016-09-01,Bronx,1,EXP,BXM1,Off-Peak,2368,2827,83.7637071
2016-09-01,Bronx,1,EXP,BXM1,Peak,1446,1981,72.9934377
2016-09-01,Bronx,1,EXP,BXM10,Off-Peak,1710,2052,83.3333333
2016-09-01,Bronx,1,EXP,BXM10,Peak,1179,1691,69.722058
2016-09-01,Bronx,1,EXP,BXM11,Off-Peak,2144,2593,82.6841496
2016-09-01,Bronx,1,EXP,BXM11,Peak,1343,2006,66.9491525
2016-09-01,Bronx,1,EXP,BXM18,Off-Peak,117,128,91.40625
2016-09-01,Bronx,1,EXP,BXM18,Peak,468,577,81.1091854
2016-09-01,Bronx,1,EXP,BXM2,Off-Peak,2329,2752,84.6293605
2016-09-01,Bronx,1,EXP,BXM2,Peak,894,1318,67.8300455
2016-09-01,Bronx,1,EXP,BXM3,Off-Peak,1727,1993,86.6532865
2016-09-01,Bronx,1,EXP,BXM3,Peak,792,1098,72.1311475
2016-09-01,Bronx,1,EXP,BXM4,Off-Peak,1156,1373,84.195193
2016-09-01,Bronx,1,EXP,BXM4,Peak,545,770,70.7792208
2016-09-01,Bronx,1,EXP,BXM6,Off-Peak,741,904,81.9690265
2016-09-01,Bronx,1,EXP,BXM6,Peak,474,711,66.6666667
2016-09-01,Bronx,1,EXP,BXM7,Off-Peak,4241,4929,86.0417935
2016-09-01,Bronx,1,EXP,BXM7,Peak,2203,3039,72.490951
2016-09-01,Bronx,1,EXP,BXM8,Off-Peak,1670,1955,85.4219949
2016-09-01,Bronx,1,EXP,BXM8,Peak,1353,1973,68.5757729
2016-09-01,Bronx,1,EXP,BXM9,Off-Peak,1985,2287,86.7949279
2016-09-01,Bronx,1,EXP,BXM9,Peak,1405,1966,71.4649034
2016-09-01,Bronx,2,EXP,BXM1,Off-Peak,602,683,88.1405564
